filename,runtime_seconds,count
incrementer-enc09-uniform-depth-17.cnf,44.539831961,ERROR_NO_COUNT
hein_17_6x6-09.pg.cnf,2.351438449,ERROR_NO_COUNT
test2_quant_squaring3.cnf,18.494743953,ERROR_NO_COUNT
connect-6x6_3_connect2.ig.cnf,.295623213,ERROR_NO_COUNT
mitexams_problem20_length_2.cnf,24.381994001,ERROR_NO_COUNT
hein_15_5x5-13.pg.cnf,3.915549870,ERROR_NO_COUNT
L2-telatko9.cnf,5.228073572,ERROR_NO_COUNT
cmu.dme1.B-f3.cnf,1.275235008,ERROR_NO_COUNT
ken.flash^08.C-d4.cnf,5.395610877,ERROR_NO_COUNT
filesys_smbmrx_midatlas.c.cnf,47.783746289,ERROR_NO_COUNT
opt18_problem05_length_2.cnf,32.288124398,ERROR_NO_COUNT
cache-coherence-3-fixpoint-3.cnf,17.038176713,ERROR_NO_COUNT
5-5-5-6-3-88-EdAd.cnf,.838187233,ERROR_NO_COUNT
gttt_2_1_00011020_4x4_b.cnf,152.528002859,ERROR_NO_COUNT
5-5-5-4-3-77-EdAd.cnf,.727014165,ERROR_NO_COUNT
Core1108_tbm_21.tex.module.000030.cnf,720.185571324,TIMED OUT
sc-ungrounded-1x2X2x2_2.cnf,11.300269007,ERROR_NO_COUNT
audio_ddksynth_csynth2.cpp.cnf,101.266421067,ERROR_NO_COUNT
adder-10-sat.cnf,720.120751525,TIMED OUT
hein_08_5x5-09.pg.cnf,.916068071,ERROR_NO_COUNT
hein_07_4x4-07.pg.cnf,.264279708,ERROR_NO_COUNT
gttt_2_2_000111_4x4_w.cnf,145.618354920,ERROR_NO_COUNT
stmt2_976_999.cnf,20.003346143,ERROR_NO_COUNT
5-5-4-6-3-13-EuAd.cnf,.662825024,ERROR_NO_COUNT
nusmv.reactor^3.C-d4.cnf,2.875453702,ERROR_NO_COUNT
L3-telatko32.cnf,1.370142733,ERROR_NO_COUNT
mitexams_problem02_length_3.cnf,106.928455241,ERROR_NO_COUNT
L1-telatko7.cnf,.651238749,ERROR_NO_COUNT
hein_20_6x6-11.pg.cnf,21.446279285,ERROR_NO_COUNT
L3-telatko19.cnf,6.490302984,ERROR_NO_COUNT
ldomino-25-winA-false-after.qcnf.cnf,4.718260876,ERROR_NO_COUNT
gttt_2_2_000111_4x4_b.cnf,178.468649579,ERROR_NO_COUNT
texas.PI_main^08.E-f3.cnf,4.947703628,ERROR_NO_COUNT
ldomino-15-winA-false-after.qcnf.cnf,.645029238,ERROR_NO_COUNT
genbuf9b4n.unsat.cnf,6.464736552,ERROR_NO_COUNT
intermediate128.cnf,21.041364232,26268004130929652808186026733429075870284743692118263502812670906181190330037786855362844672359883345481957074010112
unit6_3_b.cnf,224.272107396,ERROR_NO_COUNT
bt-2x4_13.ig.cnf,.748083919,ERROR_NO_COUNT
test4_quant4.cnf,.306415383,ERROR_NO_COUNT
ldomino-16-winA-true-after.qcnf.cnf,.737730205,ERROR_NO_COUNT
stmt17_86_98.cnf,18.420129328,ERROR_NO_COUNT
arbiter-06-comp-error01-qbf-hardness-depth-11.cnf,720.017351019,TIMED OUT
C6288.blif_0.10_0.20_0_1_inp_exact.cnf,93.133049863,ERROR_NO_COUNT
test5_quant7.cnf,.315136210,ERROR_NO_COUNT
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,720.061908971,TIMED OUT
s820_d10_s.cnf,720.027996443,TIMED OUT
nreachq_query71_1344.cnf,720.018204791,TIMED OUT
ldomino-22-winB-false-end.qcnf.cnf,3.286896811,ERROR_NO_COUNT
sat18_problem07_length_3.cnf,17.366987430,ERROR_NO_COUNT
stmt29_226_376.cnf,3.346842856,ERROR_NO_COUNT
b22_PR_9_90.cnf,109.979984216,ERROR_NO_COUNT
5-5-6-5-3-90-EuAd.cnf,1.086231068,ERROR_NO_COUNT
usb-phy-fixpoint-5.cnf,35.685776621,ERROR_NO_COUNT
ldomino-17-winA-true-after.qcnf.cnf,.816258885,ERROR_NO_COUNT
